composite_ID,UID,n_items,full_scale,extremes_only,rating_sd,rating_mean,n_categories_used,n_02,n_04,n_06,n_08,n_10
A089_2,A089,72,True,False,0.29036429549818366,0.7138888888888887,5,5,19,10,6,32
A089_3,A089,72,True,False,0.33450498310872684,0.5722222222222222,5,25,10,7,10,20
A089_4,A089,72,True,False,0.3304925901025257,0.5583333333333332,5,24,13,10,4,21
A090_1,A090,72,True,False,0.20202418547787013,0.4555555555555553,5,15,33,16,5,3
A090_2,A090,72,True,False,0.24967898012095655,0.41388888888888864,5,30,25,4,8,5
A090_3,A090,72,False,False,0.14238632453543593,0.3027777777777775,3,44,19,9,0,0
A090_4,A090,72,False,False,0.11705167859393918,0.3305555555555553,3,29,39,4,0,0
A091_1,A091,72,True,False,0.3033330753752192,0.6805555555555558,5,14,3,23,4,28
A091_2,A091,72,True,False,0.2778043805727597,0.6472222222222226,5,14,1,30,8,19
A091_3,A091,72,True,False,0.2884175160020213,0.5138888888888893,5,26,7,22,6,11
A091_4,A091,72,True,False,0.346669826637819,0.5694444444444448,5,28,5,13,2,24
A092_1,A092,72,False,False,0.370245023129008,0.5694444444444445,4,30,9,4,0,29
A092_2,A092,72,True,False,0.3532544867292788,0.5500000000000002,5,29,11,5,3,24
A092_3,A092,72,False,False,0.3202111979110125,0.4666666666666668,4,35,10,11,0,16
A092_4,A092,72,True,False,0.2753856308822242,0.4277777777777775,5,35,13,10,7,7
A093_1,A093,72,True,False,0.2661967690915958,0.8111111111111109,5,8,2,7,16,39
A093_2,A093,72,False,False,0.10312033173386038,0.7250000000000001,3,0,0,28,43,1
A093_3,A093,72,False,False,0.13737990914474985,0.6166666666666668,3,0,14,38,20,0
A093_4,A093,72,False,False,0.10007821667210685,0.5111111111111111,2,0,32,40,0,0
A094_1,A094,72,True,False,0.28082986791024406,0.4527777777777776,5,28,21,10,2,11
A094_2,A094,72,True,False,0.25769837155912595,0.49166666666666636,5,12,41,5,2,12
A094_3,A094,72,True,False,0.251878699971271,0.372222222222222,5,39,20,4,2,7
A094_4,A094,72,True,False,0.2677793686924734,0.3611111111111109,5,47,9,7,1,8
A095_1,A095,72,True,False,0.3062213545735668,0.7444444444444446,5,11,5,15,3,38
A095_2,A095,72,True,False,0.3054922398477558,0.536111111111111,5,21,19,10,6,16
A095_3,A095,72,True,False,0.3390011102321851,0.547222222222222,5,26,14,7,3,22
A095_4,A095,72,True,False,0.2863072318086211,0.44999999999999996,5,31,17,9,5,10
A096_1,A096,72,True,False,0.23256075989352443,0.7999999999999998,5,2,8,12,16,34
A096_2,A096,72,True,False,0.2774661789086819,0.6361111111111112,5,14,5,23,14,16
A096_3,A096,72,True,False,0.24422916968278718,0.7083333333333335,5,7,4,23,19,19
A096_4,A096,72,True,False,0.27360401117230987,0.7250000000000002,5,8,7,16,14,27
A097_1,A097,72,True,False,0.3071908155904056,0.4499999999999997,5,31,23,2,1,15
A097_2,A097,72,False,False,0.13794830176305695,0.3888888888888886,4,16,47,6,3,0
A097_3,A097,72,True,False,0.16204869918536288,0.4277777777777774,5,11,47,8,5,1
A097_4,A097,72,False,False,0.1285223594169884,0.31944444444444414,3,35,31,6,0,0
A098_1,A098,72,True,False,0.3094621514195061,0.7027777777777776,5,9,16,9,5,33
A098_2,A098,72,False,False,0.3472223787167097,0.5333333333333333,4,27,18,3,0,24
A098_3,A098,72,True,False,0.3102702139004046,0.725,5,9,13,11,2,37
A098_4,A098,72,True,False,0.3454148579609112,0.588888888888889,5,25,8,10,4,25
A099_1,A099,72,False,False,0.25328823418679514,0.7749999999999999,4,0,16,14,5,37
A099_2,A099,72,True,False,0.26001083401046365,0.733333333333333,5,1,19,13,9,30
A099_3,A099,72,False,False,0.2613914853379864,0.7388888888888888,4,0,21,12,7,32
A099_4,A099,72,True,False,0.28569164900266014,0.8083333333333331,5,4,14,5,1,48
A100_1,A100,72,False,False,0.08442941139559838,0.8138888888888881,3,0,0,4,59,9
A100_2,A100,72,False,False,0.04613377839075397,0.8111111111111102,2,0,0,0,68,4
A100_3,A100,72,False,False,0.14142135623730953,0.7500000000000003,4,1,0,23,40,8
A100_4,A100,72,False,False,0.11775149557642628,0.6277777777777782,3,0,8,46,18,0
A101_1,A101,72,True,False,0.2677793686924734,0.46111111111111097,5,23,27,9,3,10
A101_2,A101,72,True,False,0.27860596414126904,0.3888888888888887,5,41,16,1,6,8
A101_3,A101,72,False,False,0.15704628864195688,0.2888888888888886,4,51,12,7,2,0
A101_4,A101,72,False,False,0.1419735698032972,0.28888888888888853,4,48,17,6,1,0
A102_1,A102,72,True,False,0.31656163318638886,0.6416666666666668,5,17,7,17,6,25
A102_2,A102,72,True,False,0.3512441557720303,0.5972222222222224,5,25,8,9,3,27
A102_3,A102,72,False,False,0.3485606442094486,0.4638888888888892,4,43,1,9,0,19
A102_4,A102,72,True,False,0.3520563335204055,0.5333333333333334,5,33,5,9,3,22
A103_1,A103,72,True,False,0.21183673992451507,0.31388888888888855,5,52,7,7,4,2
A103_2,A103,72,False,False,0.14238632453543593,0.25277777777777755,4,62,3,5,2,0
A103_3,A103,72,False,False,0.12205850466170061,0.24444444444444421,3,63,2,7,0,0
A103_4,A103,72,False,False,0.08648952644490278,0.23888888888888868,3,59,12,1,0,0
A104_1,A104,72,True,False,0.2771275645094775,0.7805555555555554,5,5,10,12,5,40
A104_2,A104,72,True,False,0.3536529690745029,0.6666666666666666,5,18,14,1,4,35
A104_3,A104,72,False,False,0.38965495751432827,0.5166666666666668,3,42,2,0,0,28
A104_4,A104,72,False,True,0.23867133522855422,0.27777777777777757,2,65,0,0,0,7
A105_1,A105,72,False,False,0.1885618083164127,0.8777777777777779,4,0,2,17,4,49
A105_2,A105,72,False,False,0.2550890482463159,0.783333333333333,4,0,16,13,4,39
A105_3,A105,72,True,False,0.3296391539714084,0.5916666666666667,5,20,15,8,6,23
A105_4,A105,72,True,False,0.29293987696794865,0.5805555555555554,5,14,20,15,5,18
A106_1,A106,72,True,False,0.31567053604025774,0.725,5,9,15,8,2,38
A106_2,A106,72,True,False,0.3218564109906383,0.5583333333333333,5,23,12,14,3,20
A106_3,A106,72,True,False,0.3252542041843473,0.611111111111111,5,14,23,7,1,27
A106_4,A106,72,True,False,0.35682480808090095,0.5666666666666667,5,26,15,3,1,27
A107_1,A107,72,False,False,0.09685993307538344,0.23611111111111086,3,62,7,3,0,0
A107_2,A107,72,False,False,0.05240685902856072,0.4083333333333329,3,0,70,1,1,0
A107_3,A107,72,True,False,0.17726844094901528,0.38888888888888884,5,22,38,8,2,2
A107_4,A107,72,False,False,0.13837306403823757,0.2972222222222219,4,43,25,2,2,0
A108_1,A108,72,True,False,0.33388452081436276,0.44166666666666643,5,41,10,3,1,17
A108_2,A108,72,True,False,0.2673553314213813,0.34166666666666645,5,52,6,5,1,8
A108_3,A108,72,True,False,0.30456875796034727,0.4361111111111109,5,38,10,9,3,12
A108_4,A108,72,False,False,0.25759207600639283,0.3888888888888886,4,37,18,9,0,8
A109_1,A109,72,False,False,0.13380199324349076,0.6888888888888894,3,0,0,47,18,7
A109_2,A109,72,False,False,0.1652048569426259,0.5555555555555554,4,0,32,26,12,2
A109_3,A109,72,False,False,0.13794830176305697,0.6888888888888892,3,0,0,48,16,8
A109_4,A109,72,False,False,0.09188514297326598,0.6472222222222226,3,0,1,53,18,0
