composite_ID,TC_IFR-N-i1,TC_IFR-N-i2,TC_IFR-N-i3,TC_IFR-N-i4,TC_IFR-N-i5,TC_IFR-N-i6,TC_IFR-U-i1,TC_IFR-U-i2,TC_IFR-U-i3,TC_IFR-U-i4,TC_IFR-U-i5,TC_IFR-U-i6,TC_IFR-D-i1,TC_IFR-D-i2,TC_IFR-D-i3,TC_IFR-D-i4,TC_IFR-D-i5,TC_IFR-D-i6,TC_IFR-O-i1,TC_IFR-O-i2,TC_IFR-O-i3,TC_IFR-O-i4,TC_IFR-O-i5,TC_IFR-O-i6,TC_ICR-N-i1,TC_ICR-N-i2,TC_ICR-N-i3,TC_ICR-N-i4,TC_ICR-N-i5,TC_ICR-N-i6,TC_ICR-U-i1,TC_ICR-U-i2,TC_ICR-U-i3,TC_ICR-U-i4,TC_ICR-U-i5,TC_ICR-U-i6,TC_ICR-D-i1,TC_ICR-D-i2,TC_ICR-D-i3,TC_ICR-D-i4,TC_ICR-D-i5,TC_ICR-D-i6,TC_ICR-O-i1,TC_ICR-O-i2,TC_ICR-O-i3,TC_ICR-O-i4,TC_ICR-O-i5,TC_ICR-O-i6,TC_IRE-N-i1,TC_IRE-N-i2,TC_IRE-N-i3,TC_IRE-N-i4,TC_IRE-N-i5,TC_IRE-N-i6,TC_IRE-U-i1,TC_IRE-U-i2,TC_IRE-U-i3,TC_IRE-U-i4,TC_IRE-U-i5,TC_IRE-U-i6,TC_IRE-D-i1,TC_IRE-D-i2,TC_IRE-D-i3,TC_IRE-D-i4,TC_IRE-D-i5,TC_IRE-D-i6,TC_IRE-O-i1,TC_IRE-O-i2,TC_IRE-O-i3,TC_IRE-O-i4,TC_IRE-O-i5,TC_IRE-O-i6
A010_T1,4,0,4,4,4,0,4,1,4,4,4,0,1,0,4,1,4,0,1,0,4,1,1,0,4,3,4,4,4,4,4,3,4,4,4,1,1,1,4,1,4,1,2,1,4,1,2,0,4,4,4,4,4,4,4,2,4,4,4,2,2,2,4,2,4,1,1,2,4,2,2,1
A010_T2,4,0,2,4,0,0,3,4,2,0,0,0,4,1,1,0,0,0,1,1,0,0,0,0,4,4,4,4,3,4,4,2,4,4,2,1,4,2,3,1,2,3,1,1,1,1,1,0,4,4,4,4,4,4,4,1,4,4,1,1,4,1,3,1,2,4,1,0,1,1,1,1
A010_T3,0,0,1,4,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,3,1,3,0,4,1,3,0,1,0,3,1,1,0,0,0,0,0,0,4,4,4,4,4,4,1,4,1,4,1,2,0,1,1,4,1,1,0,0,0,0,0,0
A010_T4,0,4,3,0,3,4,4,3,3,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,4,4,2,4,4,0,4,4,0,3,4,0,0,1,0,1,0,0,0,0,0,0,0,4,4,3,3,3,3,1,4,4,1,3,4,0,1,1,1,1,2,0,1,1,0,0,1
A011_T1,4,4,4,0,4,4,4,0,4,0,4,2,0,4,4,0,4,4,2,2,4,0,4,4,4,4,4,4,4,4,4,3,4,4,4,4,1,4,4,4,1,4,4,2,4,2,4,4,4,4,4,4,4,4,4,2,4,1,4,3,2,4,4,4,3,4,3,4,4,2,4,4
A011_T2,4,2,1,4,4,2,1,4,2,4,1,4,1,4,4,1,4,1,0,2,2,2,0,0,4,3,3,4,4,4,4,2,4,4,3,4,4,0,0,2,4,1,3,0,0,4,1,0,4,4,4,4,4,4,4,2,3,4,2,4,4,2,2,2,4,1,3,1,1,4,3,1
A011_T3,4,4,4,3,4,4,0,3,0,3,2,3,2,0,4,2,2,1,0,0,2,1,0,0,4,4,4,4,4,4,3,1,4,1,3,4,4,4,1,3,2,1,1,0,0,1,1,1,4,4,2,3,4,4,4,2,3,2,3,4,4,2,0,3,3,1,2,1,0,1,1,1
A011_T4,0,1,0,1,1,1,1,1,4,0,4,0,0,1,0,2,0,0,0,0,0,0,0,0,3,3,2,4,4,1,1,2,1,4,3,0,1,2,1,2,1,0,1,2,0,1,0,0,4,3,2,4,3,4,2,3,2,4,3,2,1,1,0,3,2,2,0,0,0,0,0,0
A012_T1,4,4,4,4,0,4,4,3,4,4,4,1,4,2,3,3,2,0,4,1,1,0,0,1,4,4,4,4,4,4,3,4,4,4,3,4,3,1,4,4,1,3,1,1,2,4,1,1,4,4,4,4,4,4,4,4,4,4,4,4,3,2,4,4,0,4,2,2,3,4,1,2
A012_T2,0,4,0,4,0,4,2,0,2,1,4,0,2,0,0,1,0,0,1,0,1,0,0,0,4,4,4,4,4,4,2,2,4,4,4,4,2,0,1,2,1,1,2,0,1,1,1,0,4,4,4,4,4,4,1,3,2,2,2,3,3,2,1,3,0,1,1,2,1,1,1,1
A012_T3,2,3,4,0,3,4,4,3,2,4,4,0,1,0,0,1,0,0,1,1,0,0,1,0,4,4,4,2,4,4,4,4,4,1,4,4,1,1,1,0,1,2,1,2,2,0,1,2,4,4,3,4,4,4,4,4,4,1,4,4,1,1,1,1,1,1,1,2,2,1,1,1
A012_T4,4,0,4,0,2,0,4,0,3,0,0,0,3,1,4,1,0,0,1,1,2,0,0,0,4,2,4,1,3,2,4,1,3,0,1,1,2,1,4,1,0,1,1,0,4,0,0,1,4,3,4,4,3,3,4,2,3,3,2,1,3,0,4,3,2,1,2,0,4,1,1,0
A013_T1,0,0,0,4,0,0,4,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,4,4,4,4,2,1,3,4,3,1,4,0,0,4,3,0,1,0,2,1,0,2,1,4,4,4,4,4,4,2,1,4,4,4,4,2,0,4,4,4,2,1,0,1,1,1,2
A013_T2,0,3,2,3,0,2,3,1,4,0,2,0,2,2,0,2,2,0,3,1,0,0,0,0,0,4,4,4,3,4,0,2,0,2,0,4,0,0,4,0,0,3,0,4,4,2,0,0,4,4,1,3,3,4,1,4,0,0,0,4,4,2,4,3,0,3,1,4,0,1,0,0
A013_T3,0,4,3,2,2,0,0,3,4,1,0,0,0,0,4,3,0,0,0,2,2,0,0,0,4,0,4,4,3,4,4,0,4,2,4,1,0,0,4,3,1,2,1,0,3,1,1,1,4,3,4,4,4,4,4,0,4,2,4,0,3,0,4,2,0,4,2,1,4,2,2,0
A013_T4,3,2,1,3,2,0,1,0,1,0,1,0,1,0,0,0,1,1,2,0,2,1,1,1,4,4,2,3,0,1,1,0,0,3,0,0,1,1,0,1,0,0,1,0,1,1,0,0,4,2,3,4,0,4,1,0,1,4,0,2,2,2,0,1,0,2,3,0,1,1,0,0
A014_T1,0,0,4,4,0,4,4,4,1,2,3,0,3,4,3,3,3,0,4,3,1,0,3,0,4,3,4,4,4,4,4,3,4,4,4,3,2,3,4,4,4,4,2,3,4,4,1,1,4,4,4,4,4,4,4,4,4,4,3,3,2,2,3,4,4,4,1,1,3,4,2,3
A014_T2,4,4,0,4,4,4,3,4,4,1,0,3,4,2,3,1,0,3,2,2,2,1,2,2,4,4,4,4,4,4,4,4,4,4,4,4,3,2,3,4,2,2,3,3,1,2,2,2,4,4,4,4,4,4,3,4,4,4,4,4,2,3,2,4,4,2,2,2,2,3,2,2
A014_T3,3,1,4,0,2,0,4,1,4,1,1,0,1,1,1,0,1,0,1,1,2,1,1,0,4,4,4,4,4,4,4,4,4,3,1,3,2,3,2,1,2,4,2,1,3,3,2,2,4,4,4,4,4,4,4,4,4,4,2,2,2,2,0,1,3,3,1,2,4,1,3,3
A014_T4,0,4,0,4,1,4,4,2,1,0,3,0,1,0,0,0,3,0,0,3,0,0,2,0,2,4,3,4,3,4,2,3,3,4,2,4,2,3,1,2,2,2,1,2,1,3,1,2,3,4,2,4,3,4,3,4,3,4,3,4,2,3,2,1,2,1,1,2,1,2,1,2
A015_T1,4,4,4,4,0,4,4,2,4,4,4,1,2,4,4,4,2,0,0,1,4,0,1,0,4,4,4,4,4,4,4,4,4,2,4,4,4,2,4,4,2,4,4,0,0,0,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,4,4,0,0,0,0,0
A015_T2,4,2,4,4,4,0,4,4,4,4,4,0,0,0,4,4,0,0,0,0,2,0,0,0,2,4,4,4,4,2,4,4,4,3,4,2,0,2,4,0,1,4,0,0,0,0,0,0,4,4,2,4,4,4,4,4,4,4,4,4,0,0,4,1,0,0,0,0,0,0,0,0
A015_T3,4,4,4,4,0,4,4,4,4,4,4,2,1,1,1,1,4,0,0,2,0,0,0,0,4,4,4,4,4,4,4,4,4,4,0,4,2,0,0,2,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,4,0,4,2,0,0,0,0,0,0,0,0,0,0,0
A015_T4,0,4,0,4,0,4,4,4,0,0,4,0,2,0,0,0,2,0,0,0,0,0,0,0,0,4,2,4,4,4,0,4,2,4,4,4,0,0,2,1,1,2,0,0,0,2,2,0,4,4,4,4,4,4,0,4,4,4,4,4,0,0,0,2,0,0,0,0,0,0,0,0
A016_T1,3,3,3,4,2,4,2,3,3,4,3,4,2,1,1,3,2,0,2,1,0,0,0,4,4,4,4,4,4,4,4,4,4,4,3,4,1,4,4,1,3,3,1,2,2,4,1,0,4,4,4,4,4,4,4,4,4,4,4,4,1,3,4,1,3,4,1,2,1,1,1,0
A016_T2,3,0,4,3,3,0,4,3,4,1,1,1,1,3,4,3,4,0,0,0,0,0,0,0,4,3,4,4,4,3,4,1,4,2,3,2,1,2,4,3,2,4,0,0,2,0,0,0,2,3,1,4,4,4,3,0,4,3,4,2,1,0,4,3,4,4,0,0,3,1,1,0
A016_T3,2,3,2,3,3,3,3,3,3,2,2,2,1,1,1,1,3,1,0,0,0,0,1,0,3,4,4,1,3,4,2,4,2,1,3,3,3,1,3,2,1,0,0,0,0,0,0,0,4,4,4,1,4,4,4,4,4,0,3,4,1,1,4,1,2,1,0,2,0,0,0,0
A016_T4,1,1,1,2,2,2,2,1,0,0,0,0,1,1,1,1,0,3,0,1,0,0,0,0,2,0,2,1,2,3,1,0,0,2,1,4,1,0,0,4,1,1,0,0,0,0,0,0,3,3,0,3,3,3,2,3,1,3,3,2,3,1,2,4,2,1,0,0,0,0,1,0
A017_T1,4,4,0,0,4,4,4,4,4,4,0,0,4,4,4,4,0,0,3,4,4,4,0,0,4,4,0,4,4,0,4,4,0,4,4,0,4,4,0,4,2,0,2,4,0,0,4,0,4,4,4,4,4,4,0,4,4,4,4,4,0,4,4,0,4,4,0,4,1,0,4,0
A017_T2,4,0,4,0,4,4,4,0,4,0,4,4,4,0,4,0,4,4,4,0,4,0,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,4,0,4,0,4,4,4,4,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,0,4,4,4,4,4,0,3,4,2,0,4
A017_T3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,4,0,0,0,0,4,4,4,4,4,4,4,4,4,4,4,4,0,4,4,4,4,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,0,0,0,0,0
A017_T4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,4,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,0,4,4,4,4,4,0,0,4,4,0,0,0,0,0,4,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,0,4,4,4,0,0,0,0,0,0,0
A018_T1,4,0,4,4,0,0,4,0,4,0,0,0,4,0,4,0,0,0,0,0,4,0,0,0,4,4,4,4,4,4,4,2,4,2,4,1,4,0,4,1,4,4,0,0,4,0,0,0,4,4,4,4,4,4,4,4,4,1,4,4,2,2,4,1,4,4,0,0,4,0,0,0
A018_T2,0,4,0,0,0,4,4,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,1,0,4,4,4,0,4,2,0,0,4,0,0,0,4,0,4,4,2,4,4,4,4,4,2,2,4,4,4,0,0,0,0,4,4,0,0,0,2,0
A018_T3,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,1,4,2,3,4,4,0,4,1,0,1,0,0,0,0,0,0,0,0,0,0,1,3,4,2,4,4,4,4,4,0,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0
A018_T4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,1,1,0,4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,3,0,0,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0
A019_T1,1,3,3,3,3,0,3,2,1,1,2,2,1,2,1,1,0,2,1,1,1,1,1,1,3,3,3,3,3,2,2,2,2,2,2,1,1,1,1,2,1,1,1,1,1,1,1,1,3,3,3,3,3,3,2,3,2,1,1,1,2,1,1,3,2,1,2,2,1,2,2,1
A019_T2,1,2,2,2,1,2,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,1,2,2,2,2,1,1,2,1,1,2,2,1,2,1,2,2,3,3,3,3,3,3,2,2,2,2,2,1,1,1,2,1,1,1,2,1,2,1,1,1
A019_T3,2,2,3,3,2,0,1,2,1,1,2,1,1,2,2,2,2,1,2,2,1,1,1,2,3,2,3,3,3,2,2,2,1,2,1,1,2,1,2,1,1,1,2,1,2,1,2,2,3,3,3,3,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2
A019_T4,1,0,0,0,1,2,0,0,0,1,2,1,0,0,0,1,2,1,1,1,0,2,2,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,2,2,1,1,2,2,2,2,1,1,2,2,2,2,1,2,2,2,2
A020_T1,4,4,4,4,0,0,4,2,4,0,0,0,0,4,1,4,0,0,0,3,4,0,0,0,4,4,4,4,4,1,4,0,4,2,4,0,0,3,0,3,0,0,0,0,4,0,0,0,4,4,4,4,4,4,4,2,4,1,4,3,0,4,1,4,0,4,1,1,4,1,2,3
A020_T2,4,0,0,4,0,0,4,0,4,0,0,0,3,0,1,0,0,0,0,0,1,0,0,0,4,4,4,4,4,3,4,3,4,4,4,4,0,3,3,1,3,0,0,1,0,0,0,0,4,4,4,4,4,4,4,4,4,4,4,4,2,3,2,0,2,4,1,1,1,0,0,0
A020_T3,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,3,4,4,3,1,4,3,1,1,2,0,3,3,0,0,0,1,1,2,0,0,0,0,4,4,2,4,4,4,2,3,2,2,3,4,4,2,3,1,2,1,1,0,0,0,0,0
A020_T4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,1,2,2,0,2,2,1,0,1,0,0,0,0,2,2,0,0,0,0,0,0,4,4,4,4,3,4,1,3,1,1,0,2,3,0,2,3,3,0,0,0,0,0,0,0
A021_T1,3,0,4,4,4,1,4,0,4,2,4,1,1,3,4,1,2,3,1,0,4,1,1,1,4,2,4,4,4,3,4,1,4,4,4,3,2,1,4,2,2,1,2,1,4,2,3,1,4,4,4,4,4,4,4,4,4,4,4,2,2,1,2,2,2,2,1,1,4,3,3,1
A021_T2,2,1,0,4,1,4,2,4,2,2,1,0,4,2,2,2,1,0,3,2,2,2,1,0,2,4,4,4,4,4,2,4,4,4,4,1,2,1,2,1,1,4,1,1,3,2,3,4,4,4,4,4,3,4,3,4,4,4,4,4,1,1,1,1,0,4,0,2,3,3,0,2
A021_T3,4,4,0,4,4,4,4,4,4,3,4,0,2,1,2,1,1,0,1,1,1,1,1,0,4,4,4,4,1,4,4,4,2,4,1,4,1,1,1,2,1,1,0,1,0,1,1,1,4,4,4,4,4,4,3,4,3,4,3,4,2,1,1,1,3,1,1,1,1,1,1,2
A021_T4,4,0,4,4,4,4,4,4,4,4,4,0,0,0,0,1,3,0,0,0,0,1,3,0,4,4,4,4,4,4,4,4,4,1,4,4,1,0,1,1,1,0,1,1,1,0,0,0,4,4,4,3,4,4,4,4,4,2,4,4,1,1,0,0,1,0,1,0,0,0,0,1
A022_T1,0,0,4,3,3,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,3,3,3,3,3,0,3,3,3,3,3,0,0,0,0,0,0,0,0,0,3,0,0,3,4,4,4,4,4,0,4,4,4,4,4,0,0,0,0,0,0,0,0,0,4,0,0
A022_T2,0,0,3,3,0,2,1,2,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,3,3,0,3,0,3,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,3,3,3,1,3,2,3,3,2,0,0,0,0,0,0,0,0,0,0,2,0
A022_T3,4,0,4,0,4,0,4,0,4,0,4,0,0,0,2,0,0,0,0,0,4,0,0,0,0,3,4,3,3,3,0,0,4,3,3,0,0,0,2,0,0,0,0,0,4,0,0,0,4,4,1,3,3,3,4,2,3,2,3,0,0,0,2,0,0,0,0,0,4,0,0,0
A022_T4,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,2,0,0,0,1,2,2,0,0,0,0,0,0,1,0,0,0,0,0,3,3,0,1,4,1,1,1,2,1,3,2,0,0,0,0,1,0,1,0,0,0,0,0
A023_T1,0,0,0,1,0,3,3,1,0,0,0,0,3,1,0,0,0,0,3,1,0,0,0,0,4,4,4,4,4,4,4,4,3,4,4,4,2,4,4,4,4,0,2,1,2,1,2,3,3,4,4,4,4,4,4,4,2,4,4,4,4,3,4,4,0,1,1,1,1,1,3,2
A023_T2,0,0,2,1,0,0,3,2,0,0,0,3,2,2,0,0,0,2,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,3,4,4,4,2,2,2,2,2,1,0,1,0,3,2,4,4,4,4,4,4,3,4,4,2,4,4,3,3,3,2,3,4,3,2,2,2,3,2
A023_T3,3,0,2,2,0,2,3,3,2,2,0,0,2,4,2,2,0,0,2,2,2,2,0,0,4,4,4,4,4,4,3,2,4,4,4,2,3,2,3,2,1,2,1,1,1,4,1,1,4,4,4,4,4,4,2,2,4,4,4,2,1,2,2,3,2,2,2,1,2,3,2,1
A023_T4,4,2,4,1,0,0,4,2,4,1,0,0,2,2,4,2,0,0,2,1,2,0,0,0,4,4,4,4,4,4,4,3,4,2,3,2,1,4,4,1,3,1,2,2,4,1,1,0,4,4,4,4,3,4,4,3,4,2,1,4,2,2,4,2,1,1,2,1,3,0,1,0
A024_T1,4,4,4,0,0,0,3,4,4,0,0,0,1,4,2,0,0,0,0,1,1,0,0,0,4,0,4,4,2,1,4,0,4,4,2,1,1,0,2,1,1,1,1,0,1,4,1,1,4,4,4,4,3,4,4,4,4,4,1,3,2,2,2,3,1,1,1,1,1,4,1,1
A024_T2,0,4,4,0,3,0,0,4,2,0,4,0,0,2,1,1,0,0,0,3,1,0,0,0,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,3,4,4,4,4,4,4,4,4,1,4,4,1,1,1,1,0,1,1,1,1,0,0,0
A024_T3,4,2,1,4,4,1,4,4,2,2,1,1,1,1,1,2,0,1,0,1,0,0,0,1,3,4,4,4,4,4,2,3,4,4,0,1,1,1,4,1,3,4,1,1,1,0,1,1,4,4,4,4,4,4,3,2,4,4,1,3,1,0,4,3,1,1,1,0,0,0,0,0
A024_T4,3,0,4,4,0,1,2,0,3,2,0,1,3,0,4,2,0,2,0,0,1,0,0,1,4,2,4,4,1,1,1,1,3,2,0,1,4,1,4,2,0,0,1,0,1,1,0,0,4,4,3,4,3,4,1,1,2,1,0,0,4,0,4,0,0,0,1,0,1,0,0,0
A025_T1,4,1,4,0,4,0,4,4,4,1,4,4,4,2,0,4,0,0,0,0,0,0,1,0,4,4,4,4,4,4,4,4,4,3,4,4,4,1,0,2,1,1,4,1,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,0,1,2,3,2,3,2,0,3
A025_T2,4,0,4,2,2,1,4,2,4,1,4,0,1,0,3,1,2,3,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,3,4,2,0,0,4,1,2,4,1,0,2,0,1,1,4,4,3,4,3,3,4,4,4,2,4,1,0,1,4,1,1,4,0,0,1,0,0,0
A025_T3,0,2,0,3,0,0,4,4,4,1,0,0,2,0,0,1,0,2,0,0,0,0,0,0,2,2,3,4,1,4,0,4,2,4,1,3,0,1,1,3,1,1,0,0,0,1,0,0,4,4,3,4,1,2,3,4,4,4,1,4,2,1,1,3,0,2,1,0,0,1,0,1
A025_T4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,4,3,4,2,2,4,2,2,1,0,0,0,1,0,2,0,0,0,1,0,0,0
A026_T1,1,0,2,4,1,1,4,3,0,0,0,0,0,2,4,4,4,0,4,1,0,0,0,0,3,4,4,4,4,4,3,3,4,2,0,4,3,3,4,2,0,0,1,0,2,4,0,0,4,4,4,4,4,4,4,4,4,4,2,4,2,2,4,2,4,3,1,0,4,4,0,0
A026_T2,1,4,4,1,4,1,0,1,4,1,4,0,4,4,0,0,1,0,1,0,0,0,0,0,4,4,4,4,4,4,1,2,4,2,4,0,3,4,4,2,1,0,0,0,0,0,0,0,4,4,3,4,4,4,1,3,4,3,4,2,3,4,2,2,1,0,0,0,0,1,0,0
A026_T3,4,4,4,2,0,4,4,4,2,2,3,1,1,2,4,2,2,0,0,0,0,0,0,0,1,4,4,4,4,4,0,4,2,3,3,3,0,1,3,3,2,2,0,1,0,0,0,0,4,4,4,4,4,4,1,4,2,4,4,4,4,1,4,2,3,2,0,0,0,0,0,0
A026_T4,1,4,4,0,4,0,4,4,3,3,0,0,2,4,2,3,3,3,3,3,0,0,0,0,2,4,4,4,4,1,0,4,4,2,4,0,4,4,2,3,2,2,0,1,0,0,0,0,4,4,4,4,4,4,0,4,4,1,4,1,3,3,1,4,2,4,0,0,0,0,0,0
A027_T1,4,0,0,2,4,0,4,4,4,3,0,0,4,1,4,0,0,0,1,3,4,0,0,0,4,4,4,4,4,4,3,4,3,4,4,4,2,3,3,4,4,1,0,0,0,1,2,0,4,4,4,4,4,4,4,4,2,4,4,4,2,4,3,4,1,1,0,0,0,0,1,1
A027_T2,4,0,4,4,0,4,4,0,4,2,0,2,2,0,4,4,0,4,0,0,1,0,0,0,4,4,4,4,3,4,4,3,4,2,3,3,1,3,4,3,0,4,0,0,1,0,0,0,4,4,4,4,3,4,4,1,4,4,2,3,3,3,4,4,1,4,0,0,1,0,0,0
A027_T3,1,4,3,2,2,0,4,1,1,0,2,0,3,2,3,1,2,0,0,0,0,0,1,0,3,4,3,4,2,1,1,4,1,3,1,0,2,3,2,1,2,0,0,1,0,1,0,0,4,4,3,3,4,3,2,4,2,2,2,3,2,2,2,1,1,1,0,0,0,0,0,0
A027_T4,0,0,0,2,0,0,3,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,3,3,4,2,2,1,1,1,3,1,0,2,1,2,2,1,1,0,0,0,0,0,0,3,4,4,4,3,3,0,2,0,4,0,0,3,2,2,0,2,1,0,0,0,0,0,0
A028_T1,4,4,4,4,4,4,4,1,4,3,4,1,1,4,4,2,4,4,1,4,4,1,1,1,4,4,4,4,4,4,4,4,4,4,4,2,0,4,4,1,0,4,0,4,4,1,0,1,4,4,4,4,4,4,4,1,4,1,4,1,1,4,4,1,4,4,1,4,4,1,1,1
A028_T2,4,4,0,2,1,4,4,4,1,1,1,0,4,1,4,4,1,0,4,2,1,1,1,0,4,4,4,2,4,4,4,4,4,1,2,4,4,1,1,1,3,4,1,0,0,0,1,1,4,4,4,4,4,4,1,4,4,2,1,4,4,1,2,1,2,4,1,0,0,1,1,1
A028_T3,4,0,1,0,0,4,4,4,1,0,0,0,1,1,4,4,0,0,0,1,1,0,0,0,4,4,4,4,4,4,1,1,3,1,1,4,2,1,1,1,0,1,0,1,0,1,0,0,4,4,4,4,4,4,4,1,3,1,2,4,0,1,1,1,1,1,0,0,1,0,1,0
A028_T4,2,4,2,2,0,0,0,1,1,1,0,0,3,2,1,1,0,0,0,0,0,0,0,0,4,4,4,4,4,4,1,2,1,1,1,1,3,1,1,1,1,1,0,0,1,1,0,0,4,4,4,4,2,4,1,1,1,1,1,1,1,1,0,4,1,1,1,1,1,1,1,1
A029_T1,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,4,4,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3,4,2,1,2,2,1,1
A029_T2,4,2,4,2,4,4,1,4,4,4,4,2,1,2,2,3,1,2,1,4,1,1,1,2,4,4,4,4,4,4,2,4,4,4,4,4,2,1,1,4,1,3,2,1,1,4,1,2,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,4,2,4,1,1,1,4,1,1
A029_T3,1,4,4,4,4,1,1,4,4,4,1,0,4,1,1,1,0,0,1,1,1,3,1,1,4,4,4,4,4,4,4,4,3,4,4,4,1,1,4,1,1,1,1,1,3,1,2,1,4,4,4,4,4,4,3,4,3,4,4,4,1,2,4,1,2,1,1,1,1,1,1,1
A029_T4,4,1,4,4,4,0,4,0,4,3,1,0,0,2,1,2,4,2,1,0,1,1,0,0,4,4,4,4,4,4,4,1,4,4,1,1,1,3,2,3,4,3,1,1,2,2,1,1,4,4,4,4,2,3,4,1,4,4,1,1,1,3,2,2,4,1,1,1,4,1,1,1
A030_T1,0,0,0,4,4,0,4,4,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,3,1,4,4,4,4,2,2,4,4,4,4,2,2,0,1,1,1,1,1,1,1,3,1,2,4,4,4,4,4,2,4,2,4,4,3,1,2,2,2,1,2,0,1,1,1,3,2
A030_T2,4,2,1,4,2,4,4,4,4,4,4,1,1,0,2,2,2,2,1,4,0,0,0,0,4,4,4,4,1,4,4,2,4,4,1,4,1,2,2,0,1,3,0,0,2,4,0,4,4,4,4,4,4,4,4,4,4,4,2,4,0,3,2,2,2,4,0,0,3,4,0,1
A030_T3,4,0,4,0,0,0,4,0,4,2,0,1,1,0,1,4,0,4,2,0,0,0,0,0,4,1,4,4,2,4,4,0,4,3,1,2,1,0,1,1,3,1,3,0,0,0,0,0,4,4,4,4,4,4,4,2,3,2,1,2,1,2,1,1,3,1,2,0,2,0,0,0
A030_T4,2,4,4,0,1,1,4,4,4,4,3,0,1,1,0,0,1,2,0,0,0,0,0,0,4,4,4,2,4,4,4,4,4,2,4,4,1,1,1,1,1,0,0,1,0,0,0,0,4,4,2,4,4,3,4,4,4,1,4,4,0,1,2,1,1,1,0,1,1,1,2,1
A031_T1,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,4,4,4,2,4,4,2,1,3,4,4,4,4,4,4,4,3,4,4,4,3,2,4,4,4,4,4,1,2,4,3,1,1,4,4,4,4,3,4,4,4,3,4,4,3,2,4,4,4,4,4,2,2,3,2,2,2
A031_T2,4,0,4,4,0,0,0,0,4,4,0,0,4,0,4,4,0,0,0,0,1,1,0,0,4,4,4,4,4,4,1,4,4,4,4,4,4,0,0,4,0,4,0,0,0,0,0,1,4,4,4,4,4,4,1,4,3,4,4,4,4,0,0,4,0,3,0,0,0,1,0,4
A031_T3,2,4,4,4,0,3,4,2,0,1,2,1,0,0,0,1,0,3,3,0,0,0,0,0,2,4,4,4,2,1,2,4,3,2,0,0,1,0,3,1,0,0,0,3,1,1,0,0,4,4,4,4,4,4,3,4,4,3,0,0,3,0,4,1,0,0,0,3,1,0,0,0
