composite_ID,n_ratings,n_unique_values,uses_full_scale,uses_extremes_only,rating_mean,rating_sd,pct_extremes,unique_values
A073_T4,36,5,False,False,0.5556,0.2671,11.1111,"[0.2, 0.4, 0.6, 0.8, 1.0]"
A074_T1,36,4,False,False,0.6000,0.3712,44.4444,"[0.2, 0.4, 0.6, 1.0]"
A074_T2,36,5,False,False,0.5778,0.3552,36.1111,"[0.2, 0.4, 0.6, 0.8, 1.0]"
A074_T3,36,3,False,False,0.3833,0.3312,22.2222,"[0.2, 0.4, 1.0]"
A074_T4,36,4,False,False,0.4278,0.3437,25.0000,"[0.2, 0.4, 0.6, 1.0]"
A075_T1,36,5,False,False,0.5556,0.3201,25.0000,"[0.2, 0.4, 0.6, 0.8, 1.0]"
A075_T2,36,5,False,False,0.5444,0.3354,30.5556,"[0.2, 0.4, 0.6, 0.8, 1.0]"
A075_T3,36,2,False,False,0.2222,0.1315,2.7778,"[0.2, 1.0]"
A075_T4,36,5,False,False,0.3889,0.2664,11.1111,"[0.2, 0.4, 0.6, 0.8, 1.0]"
A076_T1,36,5,False,False,0.4278,0.2755,13.8889,"[0.2, 0.4, 0.6, 0.8, 1.0]"
A076_T2,36,2,False,False,0.2944,0.0998,0.0000,"[0.2, 0.4]"
A076_T3,36,4,False,False,0.3833,0.1908,5.5556,"[0.2, 0.4, 0.6, 1.0]"
A076_T4,36,2,False,False,0.2389,0.0792,0.0000,"[0.2, 0.4]"
A077_T1,36,4,False,False,0.6778,0.3137,47.2222,"[0.2, 0.4, 0.6, 1.0]"
A077_T2,36,4,False,False,0.3889,0.2942,16.6667,"[0.2, 0.4, 0.6, 1.0]"
A077_T3,36,4,False,False,0.4889,0.3281,25.0000,"[0.2, 0.4, 0.6, 1.0]"
A077_T4,36,4,False,False,0.5333,0.3464,33.3333,"[0.2, 0.4, 0.6, 1.0]"
A078_T1,36,5,False,False,0.3889,0.2536,5.5556,"[0.2, 0.4, 0.6, 0.8, 1.0]"
A078_T2,36,5,False,False,0.4167,0.2421,8.3333,"[0.2, 0.4, 0.6, 0.8, 1.0]"
A078_T3,36,5,False,False,0.3111,0.1792,2.7778,"[0.2, 0.4, 0.6, 0.8, 1.0]"
A078_T4,36,4,False,False,0.3056,0.1598,0.0000,"[0.2, 0.4, 0.6, 0.8]"
A079_T1,36,5,False,False,0.6444,0.3201,36.1111,"[0.2, 0.4, 0.6, 0.8, 1.0]"
A079_T2,36,5,False,False,0.5833,0.3069,27.7778,"[0.2, 0.4, 0.6, 0.8, 1.0]"
A079_T3,36,5,False,False,0.4722,0.2950,13.8889,"[0.2, 0.4, 0.6, 0.8, 1.0]"
A079_T4,36,5,False,False,0.4056,0.2687,8.3333,"[0.2, 0.4, 0.6, 0.8, 1.0]"
A080_T1,36,5,False,False,0.7833,0.2804,55.5556,"[0.2, 0.4, 0.6, 0.8, 1.0]"
A080_T2,36,4,False,False,0.6722,0.2987,41.6667,"[0.2, 0.4, 0.6, 1.0]"
A080_T3,36,5,False,False,0.6222,0.2250,16.6667,"[0.2, 0.4, 0.6, 0.8, 1.0]"
A080_T4,36,5,False,False,0.4444,0.2409,8.3333,"[0.2, 0.4, 0.6, 0.8, 1.0]"
A081_T1,36,5,False,False,0.7611,0.2821,50.0000,"[0.2, 0.4, 0.6, 0.8, 1.0]"
A081_T2,36,5,False,False,0.6444,0.2910,30.5556,"[0.2, 0.4, 0.6, 0.8, 1.0]"
A081_T3,36,5,False,False,0.6389,0.2659,25.0000,"[0.2, 0.4, 0.6, 0.8, 1.0]"
A081_T4,36,4,False,False,0.6722,0.1773,8.3333,"[0.4, 0.6, 0.8, 1.0]"
A082_T1,36,5,False,False,0.6111,0.3298,33.3333,"[0.2, 0.4, 0.6, 0.8, 1.0]"
A082_T2,36,4,False,False,0.5222,0.3172,27.7778,"[0.2, 0.4, 0.6, 1.0]"
A082_T3,36,5,False,False,0.4778,0.3241,16.6667,"[0.2, 0.4, 0.6, 0.8, 1.0]"
A082_T4,36,5,False,False,0.3778,0.2393,5.5556,"[0.2, 0.4, 0.6, 0.8, 1.0]"
A083_T1,36,4,False,False,0.7500,0.3140,58.3333,"[0.2, 0.4, 0.6, 1.0]"
A083_T2,36,5,False,False,0.6111,0.2580,22.2222,"[0.2, 0.4, 0.6, 0.8, 1.0]"
A083_T3,36,5,False,False,0.6167,0.2843,25.0000,"[0.2, 0.4, 0.6, 0.8, 1.0]"
A083_T4,36,5,False,False,0.6167,0.2804,25.0000,"[0.2, 0.4, 0.6, 0.8, 1.0]"
A084_T1,36,4,False,False,0.5167,0.2375,0.0000,"[0.2, 0.4, 0.6, 0.8]"
A084_T2,36,4,False,False,0.3611,0.1933,0.0000,"[0.2, 0.4, 0.6, 0.8]"
A084_T3,36,5,False,False,0.4111,0.2536,8.3333,"[0.2, 0.4, 0.6, 0.8, 1.0]"
A084_T4,36,5,False,False,0.3944,0.2134,2.7778,"[0.2, 0.4, 0.6, 0.8, 1.0]"
A085_T1,36,3,False,False,0.6889,0.3784,58.3333,"[0.2, 0.6, 1.0]"
A085_T2,36,4,False,False,0.7833,0.3032,63.8889,"[0.2, 0.4, 0.6, 1.0]"
A085_T3,36,3,False,False,0.6111,0.3914,50.0000,"[0.2, 0.4, 1.0]"
A085_T4,36,4,False,False,0.3944,0.3109,16.6667,"[0.2, 0.6, 0.8, 1.0]"
A086_T1,36,5,False,False,0.7500,0.3175,55.5556,"[0.2, 0.4, 0.6, 0.8, 1.0]"
A086_T2,36,5,False,False,0.7667,0.2687,50.0000,"[0.2, 0.4, 0.6, 0.8, 1.0]"
A086_T3,36,5,False,False,0.5111,0.2601,11.1111,"[0.2, 0.4, 0.6, 0.8, 1.0]"
A086_T4,36,5,False,False,0.5111,0.2131,5.5556,"[0.2, 0.4, 0.6, 0.8, 1.0]"
A087_T1,36,4,False,False,0.8167,0.2882,69.4444,"[0.2, 0.4, 0.6, 1.0]"
A087_T2,36,5,False,False,0.6889,0.3315,50.0000,"[0.2, 0.4, 0.6, 0.8, 1.0]"
A087_T3,36,5,False,False,0.5722,0.3305,33.3333,"[0.2, 0.4, 0.6, 0.8, 1.0]"
A087_T4,36,4,False,False,0.5833,0.3476,38.8889,"[0.2, 0.4, 0.6, 1.0]"
A088_T1,36,5,False,False,0.7444,0.3184,55.5556,"[0.2, 0.4, 0.6, 0.8, 1.0]"
A088_T2,36,4,False,False,0.8056,0.2603,50.0000,"[0.2, 0.4, 0.8, 1.0]"
A088_T3,36,5,False,False,0.6556,0.2852,27.7778,"[0.2, 0.4, 0.6, 0.8, 1.0]"
A088_T4,36,4,False,False,0.7722,0.2950,52.7778,"[0.2, 0.6, 0.8, 1.0]"
A089_T1,36,5,False,False,0.7389,0.3294,58.3333,"[0.2, 0.4, 0.6, 0.8, 1.0]"
A089_T2,36,5,False,False,0.7278,0.2795,44.4444,"[0.2, 0.4, 0.6, 0.8, 1.0]"
A089_T3,36,5,False,False,0.5944,0.3248,27.7778,"[0.2, 0.4, 0.6, 0.8, 1.0]"
A089_T4,36,5,False,False,0.5778,0.3189,30.5556,"[0.2, 0.4, 0.6, 0.8, 1.0]"
A090_T1,36,4,False,False,0.4222,0.1474,0.0000,"[0.2, 0.4, 0.6, 0.8]"
A090_T2,36,5,False,False,0.3778,0.1812,2.7778,"[0.2, 0.4, 0.6, 0.8, 1.0]"
A090_T3,36,2,False,False,0.2722,0.0961,0.0000,"[0.2, 0.4]"
A090_T4,36,2,False,False,0.3333,0.0943,0.0000,"[0.2, 0.4]"
A091_T1,36,4,False,False,0.6944,0.2962,38.8889,"[0.2, 0.6, 0.8, 1.0]"
A091_T2,36,5,False,False,0.6500,0.2075,16.6667,"[0.2, 0.4, 0.6, 0.8, 1.0]"
A091_T3,36,5,False,False,0.5389,0.1933,2.7778,"[0.2, 0.4, 0.6, 0.8, 1.0]"
A091_T4,36,5,False,False,0.6222,0.2936,30.5556,"[0.2, 0.4, 0.6, 0.8, 1.0]"
A092_T1,36,4,False,False,0.6556,0.3578,50.0000,"[0.2, 0.4, 0.6, 1.0]"
A092_T2,36,5,False,False,0.5667,0.3180,27.7778,"[0.2, 0.4, 0.6, 0.8, 1.0]"
A092_T3,36,4,False,False,0.4944,0.2924,19.4444,"[0.2, 0.4, 0.6, 1.0]"
A092_T4,36,5,False,False,0.4500,0.2230,2.7778,"[0.2, 0.4, 0.6, 0.8, 1.0]"
A093_T1,36,5,False,False,0.8000,0.2749,55.5556,"[0.2, 0.4, 0.6, 0.8, 1.0]"
A093_T2,36,2,False,False,0.7444,0.0896,0.0000,"[0.6, 0.8]"
A093_T3,36,3,False,False,0.6222,0.1227,0.0000,"[0.4, 0.6, 0.8]"
A093_T4,36,2,False,False,0.5167,0.0986,0.0000,"[0.4, 0.6]"
A094_T1,36,5,False,False,0.3889,0.1882,2.7778,"[0.2, 0.4, 0.6, 0.8, 1.0]"
A094_T2,36,5,False,False,0.4278,0.1835,5.5556,"[0.2, 0.4, 0.6, 0.8, 1.0]"
A094_T3,36,3,False,False,0.2833,0.1093,0.0000,"[0.2, 0.4, 0.6]"
A094_T4,36,4,False,False,0.2889,0.1792,2.7778,"[0.2, 0.4, 0.6, 1.0]"
A095_T1,36,5,False,False,0.7667,0.2963,55.5556,"[0.2, 0.4, 0.6, 0.8, 1.0]"
A095_T2,36,5,False,False,0.4944,0.2603,11.1111,"[0.2, 0.4, 0.6, 0.8, 1.0]"
A095_T3,36,5,False,False,0.5222,0.3172,25.0000,"[0.2, 0.4, 0.6, 0.8, 1.0]"
A095_T4,36,5,False,False,0.4056,0.2285,5.5556,"[0.2, 0.4, 0.6, 0.8, 1.0]"
A096_T1,36,4,False,False,0.8222,0.1931,44.4444,"[0.4, 0.6, 0.8, 1.0]"
A096_T2,36,5,False,False,0.6556,0.2608,25.0000,"[0.2, 0.4, 0.6, 0.8, 1.0]"
A096_T3,36,5,False,False,0.6833,0.2375,22.2222,"[0.2, 0.4, 0.6, 0.8, 1.0]"
A096_T4,36,5,False,False,0.6889,0.2378,22.2222,"[0.2, 0.4, 0.6, 0.8, 1.0]"
A097_T1,36,5,False,False,0.3500,0.2128,5.5556,"[0.2, 0.4, 0.6, 0.8, 1.0]"
A097_T2,36,4,False,False,0.3722,0.1169,0.0000,"[0.2, 0.4, 0.6, 0.8]"
A097_T3,36,4,False,False,0.3889,0.1149,0.0000,"[0.2, 0.4, 0.6, 0.8]"
A097_T4,36,2,False,False,0.2944,0.0998,0.0000,"[0.2, 0.4]"
A098_T1,36,5,False,False,0.7111,0.2998,47.2222,"[0.2, 0.4, 0.6, 0.8, 1.0]"
A098_T2,36,4,False,False,0.5333,0.3464,33.3333,"[0.2, 0.4, 0.6, 1.0]"
A098_T3,36,5,False,False,0.7167,0.2920,47.2222,"[0.2, 0.4, 0.6, 0.8, 1.0]"
A098_T4,36,5,False,False,0.5278,0.3305,27.7778,"[0.2, 0.4, 0.6, 0.8, 1.0]"
A099_T1,36,4,False,False,0.8000,0.2357,52.7778,"[0.4, 0.6, 0.8, 1.0]"
A099_T2,36,4,False,False,0.8111,0.2105,47.2222,"[0.4, 0.6, 0.8, 1.0]"
A099_T3,36,4,False,False,0.7333,0.2211,33.3333,"[0.4, 0.6, 0.8, 1.0]"
A099_T4,36,3,False,False,0.9056,0.1971,80.5556,"[0.4, 0.6, 1.0]"
A100_T1,36,3,False,False,0.8000,0.0667,5.5556,"[0.6, 0.8, 1.0]"
A100_T2,36,1,False,False,0.8000,0.0000,0.0000,[0.8]
A100_T3,36,3,False,False,0.7222,0.1083,2.7778,"[0.6, 0.8, 1.0]"
A100_T4,36,3,False,False,0.6056,0.1104,0.0000,"[0.4, 0.6, 0.8]"
A101_T1,36,5,False,False,0.4778,0.2551,13.8889,"[0.2, 0.4, 0.6, 0.8, 1.0]"
A101_T2,36,5,False,False,0.3444,0.2088,2.7778,"[0.2, 0.4, 0.6, 0.8, 1.0]"
A101_T3,36,3,False,False,0.2667,0.1054,0.0000,"[0.2, 0.4, 0.6]"
A101_T4,36,2,False,False,0.2778,0.0975,0.0000,"[0.2, 0.4]"
A102_T1,36,5,False,False,0.6278,0.2873,25.0000,"[0.2, 0.4, 0.6, 0.8, 1.0]"
A102_T2,36,5,False,False,0.5833,0.3476,36.1111,"[0.2, 0.4, 0.6, 0.8, 1.0]"
A102_T3,36,4,False,False,0.4611,0.3260,22.2222,"[0.2, 0.4, 0.6, 1.0]"
A102_T4,36,5,False,False,0.5278,0.3097,22.2222,"[0.2, 0.4, 0.6, 0.8, 1.0]"
A103_T1,36,4,False,False,0.2667,0.1414,0.0000,"[0.2, 0.4, 0.6, 0.8]"
A103_T2,36,3,False,False,0.2333,0.1000,0.0000,"[0.2, 0.4, 0.6]"
A103_T3,36,3,False,False,0.2389,0.1137,0.0000,"[0.2, 0.4, 0.6]"
A103_T4,36,2,False,False,0.2333,0.0745,0.0000,"[0.2, 0.4]"
A104_T1,36,5,False,False,0.8278,0.2364,58.3333,"[0.2, 0.4, 0.6, 0.8, 1.0]"
A104_T2,36,4,False,False,0.7333,0.3197,52.7778,"[0.2, 0.4, 0.8, 1.0]"
A104_T3,36,3,False,False,0.5167,0.3869,38.8889,"[0.2, 0.4, 1.0]"
A104_T4,36,2,False,False,0.2222,0.1315,2.7778,"[0.2, 1.0]"
A105_T1,36,3,False,False,0.9111,0.1595,75.0000,"[0.6, 0.8, 1.0]"
A105_T2,36,4,False,False,0.8222,0.2347,61.1111,"[0.4, 0.6, 0.8, 1.0]"
A105_T3,36,5,False,False,0.6222,0.2936,27.7778,"[0.2, 0.4, 0.6, 0.8, 1.0]"
A105_T4,36,4,False,False,0.6056,0.2924,30.5556,"[0.2, 0.4, 0.6, 1.0]"
A106_T1,36,5,False,False,0.7000,0.3145,47.2222,"[0.2, 0.4, 0.6, 0.8, 1.0]"
A106_T2,36,5,False,False,0.4833,0.2682,13.8889,"[0.2, 0.4, 0.6, 0.8, 1.0]"
A106_T3,36,4,False,False,0.5889,0.3125,33.3333,"[0.2, 0.4, 0.6, 1.0]"
A106_T4,36,4,False,False,0.5444,0.3354,33.3333,"[0.2, 0.4, 0.6, 1.0]"
A107_T1,36,2,False,False,0.2222,0.0629,0.0000,"[0.2, 0.4]"
A107_T2,36,1,False,False,0.4000,0.0000,0.0000,[0.4]
A107_T3,36,4,False,False,0.3944,0.1731,2.7778,"[0.2, 0.4, 0.6, 1.0]"
A107_T4,36,2,False,False,0.2722,0.0961,0.0000,"[0.2, 0.4]"
A108_T1,36,5,False,False,0.3833,0.2804,13.8889,"[0.2, 0.4, 0.6, 0.8, 1.0]"
A108_T2,36,4,False,False,0.2944,0.2333,8.3333,"[0.2, 0.4, 0.6, 1.0]"
A108_T3,36,5,False,False,0.4000,0.2749,11.1111,"[0.2, 0.4, 0.6, 0.8, 1.0]"
A108_T4,36,4,False,False,0.3778,0.2347,8.3333,"[0.2, 0.4, 0.6, 1.0]"
A109_T1,36,3,False,False,0.6389,0.0921,2.7778,"[0.6, 0.8, 1.0]"
A109_T2,36,2,False,False,0.4889,0.0994,0.0000,"[0.4, 0.6]"
A109_T3,36,3,False,False,0.6500,0.1093,5.5556,"[0.6, 0.8, 1.0]"
A109_T4,36,3,False,False,0.6333,0.0882,0.0000,"[0.4, 0.6, 0.8]"
